ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALITY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5023268,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15350,-1331,1,0,1,0,Accountants,3
5023270,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23325,365243,1,0,0,0,,2
5023271,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23325,365243,1,0,0,0,,2
5023272,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Widow,House / apartment,-25140,365243,1,0,0,0,,1
5023273,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Widow,House / apartment,-25140,365243,1,0,0,0,,1
5023274,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Widow,House / apartment,-25140,365243,1,0,0,0,,1
5023277,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5023279,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2
5023280,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2
5023282,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2
5023283,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15615,-3249,1,0,0,0,,2
5023284,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15615,-3249,1,0,0,0,,2
5023285,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-16127,-3461,1,0,0,0,Core staff,2
6052082,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-16127,-3461,1,0,0,0,Core staff,2
5023286,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3
5023287,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3
5023288,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3
5023289,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3
5023290,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3
5023292,F,N,N,1,225000,State servant,Higher education,Civil marriage,House / apartment,-11279,-1788,1,0,1,0,Medicine staff,3
5023295,F,N,N,1,225000,State servant,Higher education,Civil marriage,House / apartment,-11279,-1788,1,0,1,0,Medicine staff,3
6052083,F,N,N,1,225000,State servant,Higher education,Civil marriage,House / apartment,-11279,-1788,1,0,1,0,Medicine staff,3
5023298,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3
5023299,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3
5023300,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3
5023301,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3
5023302,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3
5023303,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023304,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023305,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023306,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023307,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023308,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023309,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023310,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023311,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023312,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023313,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023314,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023315,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023316,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3
5023318,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,-19177,-661,1,1,1,0,,2
6052088,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,-19177,-661,1,1,1,0,,2
5023320,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13512,-4861,1,0,0,0,Laborers,2
5023321,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13512,-4861,1,0,0,0,Laborers,2
6052089,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13512,-4861,1,0,0,0,Laborers,2
5023323,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,,4
5023324,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,,4
5023325,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,,4
5023326,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,,4
5023327,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023328,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023329,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023330,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023331,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023332,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023333,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023334,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4
5023336,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16911,-4253,1,0,0,1,Sales staff,2
5023339,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16911,-4253,1,0,0,1,Sales staff,2
5023341,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16911,-4253,1,0,0,1,Sales staff,2
5023342,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,-18337,-1847,1,0,0,0,Managers,2
5023345,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,-18337,-1847,1,0,0,0,Managers,2
5023347,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,-18337,-1847,1,0,0,0,Managers,2
5023348,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,-18337,-1847,1,0,0,0,Managers,2
5023350,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,-18337,-1847,1,0,0,0,Managers,2
5023351,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17769,-873,1,0,0,0,,2
5023352,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17769,-873,1,0,0,0,,2
5023353,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17769,-873,1,0,0,0,,2
6052005,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17769,-873,1,0,0,0,,2
6052006,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17769,-873,1,0,0,0,,2
5023354,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023355,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023356,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023357,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023358,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023359,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023361,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023362,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023363,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023364,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023365,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023366,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
6052092,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1
5023367,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16732,-3065,1,1,1,0,Medicine staff,2
5023368,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21592,365243,1,0,1,0,,2
5023369,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9075,-843,1,0,0,0,Drivers,1
5023370,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9075,-843,1,0,0,0,Drivers,1
5023373,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,4
5023374,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,4
6052093,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,4
6052094,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,4
5023377,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2
5023378,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2
5023379,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2
5023380,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2
5023385,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2
5023386,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2
5023387,M,N,Y,0,83250,Pensioner,Secondary / secondary special,Married,House / apartment,-20889,365243,1,0,0,0,,2
5023389,M,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-13536,-2092,1,0,0,0,Core staff,4
5023390,M,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-13536,-2092,1,0,0,0,Core staff,4
5023392,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023394,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023397,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023398,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023399,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023400,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023401,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023402,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023406,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1
5023407,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19777,-5500,1,0,1,0,Cooking staff,2
5023408,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2
5023409,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2
5023410,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2
5023411,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2
5023412,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2
5023414,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023415,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023417,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023419,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023420,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023421,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023422,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023423,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
6052096,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
6052097,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
6052098,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3
5023425,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,-14238,-3918,1,0,0,0,Laborers,5
5023426,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,-14238,-3918,1,0,0,0,Laborers,5
5023427,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,-14238,-3918,1,0,0,0,Laborers,5
5023428,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,-14238,-3918,1,0,0,0,Laborers,5
5023429,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,-14238,-3918,1,0,0,0,Laborers,5
5023430,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2
5023431,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2
5023432,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2
5023433,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2
5023435,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023438,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023439,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023440,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023441,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023442,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023443,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023444,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023445,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1
5023447,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023448,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023449,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023450,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023451,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023452,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023453,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023454,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023456,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023457,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2
5023460,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023461,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023462,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023465,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023467,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023468,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023469,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023470,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023471,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023472,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023473,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023474,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023475,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
6052099,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5023476,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20725,-1847,1,0,0,1,Secretaries,2
5023478,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20725,-1847,1,0,0,1,Secretaries,2
5023479,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5023480,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5023481,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5023482,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5023483,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5023484,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
6052011,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5023486,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18210,-6230,1,0,0,0,,2
5023490,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2
5023491,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2
5023492,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2
5023493,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2
5023494,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3
5023495,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3
5023496,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3
5023497,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3
5023499,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023500,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023502,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023503,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023504,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
6052012,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
6052013,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023505,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,-19876,-5865,1,0,0,0,Medicine staff,1
5023506,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,-19876,-5865,1,0,0,0,Medicine staff,1
5023507,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,-19876,-5865,1,0,0,0,Medicine staff,1
5023508,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023509,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023511,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023513,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023514,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023516,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023517,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023518,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023519,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023520,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023521,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023522,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
5023523,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
5023524,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
6052014,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
5023526,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023527,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023528,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023531,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023532,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023533,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023534,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023535,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023536,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023537,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023539,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21869,365243,1,0,0,0,,2
5023540,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15945,-3673,1,1,1,0,Core staff,2
